title,link,description,price,bedroom,area,latitude,longitude,posing time,update time,available time
[ (  [{ Somerville/Porter  Square 2 bedroom with parking  }]  ) ],http://boston.craigslist.org/gbs/fee/6097802925.html,Somerville/Porter Square 2 bedroom with parking Somerville / Porter Square / Davis Square Available: 9/1/2017 || Fee: Full Fee || Reference: #140464 Features 2 minute walk to Major Bus Routes. Cats...,$2000,2BR / 1Ba,available sep 1,42.386127,-71.113832,2017-04-21 11:03am,2017-04-30  7:51am,cats are OK - purrr
[ Somerville/Porter  Square 2 bedroom with parking  ],http://boston.craigslist.org/gbs/fee/6097818288.html,"Somerville/Porter Square 2 bedroom with parking Somerville / Porter Square / Davis Square Available: 9/1/2017 || Fee: Full Fee || Reference: #140464 Features Washer located across street, Dryer...",$2000,2BR / 1Ba,available sep 1,42.386127,-71.113832,2017-04-21 11:12am,2017-04-30  7:51am,cats are OK - purrr
[   [[   [Somerville/Porter  Square 2 bedroom with parking ]   ]]   ],http://boston.craigslist.org/gbs/fee/6099574063.html,Somerville/Porter Square 2 bedroom with parking Somerville / Porter Square / Davis Square Available: 9/1/2017 || Fee: Full Fee || Reference: #140464 Apartment Summary Well maintained 2 bedroom...,$2000,2BR / 1Ba,available sep 1,42.386127,-71.113832,2017-04-22  1:42pm,2017-04-30  7:54am,cats are OK - purrr
Somerville/Spring Hill - Free Laundry - Pets Negotiable - Quiet Street,http://boston.craigslist.org/gbs/fee/6103118694.html,Somerville/Spring Hill 3 Bedroom Somerville / Spring Hill / Union Square Available: 6/1/2017 || Fee: Full Fee || Reference: #142360 Apartment Details Bedrooms: 3 Fee: Full Fee Bath: 1 Reference:...,$2990,3BR / 1Ba,available jun 1,42.386157,-71.099188,2017-04-24 10:02pm,email to friend,cats are OK - purrr
Renovated Porter Square 2+BD/1.5BA,http://boston.craigslist.org/gbs/fee/6102382094.html,"Porter Sqaure 2+ BR - 1.5 baths - New Renovation - Parking Somerville / Porter Square / Agassiz Available: 9/1/2017 || Fee: Full Fee || Reference: #140585 Features Three-Family structure, Wood Frame...",$2800,2BR / 1.5Ba,available sep 1,42.386188,-71.116146,2017-04-24  1:37pm,email to friend,cats are OK - purrr
"Porter Square- Updated 2 Bed + Office- Parking, Laundry, Cat OK",http://boston.craigslist.org/gbs/fee/6102084160.html,ID: 2136342 Rent: $2800 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 2 Baths: 1 Pet: Cat Ok Features: Parking Included Great two bedroom right in the heart of Somerville. One tandem ,$2800,2BR / 1Ba,available sep 1,42.386188,-71.116146,2017-04-24 10:56am,2017-05-01  1:01pm,cats are OK - purrr
Porter Square- Renovated 2 BED 1.5 BATH- 5 min walk to T,http://boston.craigslist.org/gbs/fee/6096899634.html,ID: 1764501 Rent: $2800 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 2 Baths: 1.5 Pet: Cat Ok Features: Parking Included Renovated 2 bed 1.5 Bath on the corner of Oxford and Beacon...,$2800,2BR / 1Ba,available sep 1,42.386188,-71.116146,2017-04-20  4:40pm,2017-04-30  6:53pm,cats are OK - purrr
"Gorgeous 2.5BR, 1.5BA 4 min to Porter Sq+HWD FL+Parking+D/W, ava 7/1!",http://boston.craigslist.org/gbs/fee/6103886017.html,"Porter Square / Spring Hill / Avon Hill area, 2.5 bedroom, 1.5 bathroom apartment. A short, 4-minute walk to the Porter Square [T] stop. Key amenities include hardwood floors. Monthly rent includes...",$2800,2BR / 1.5Ba,available jul 1,42.386188,-71.116146,2017-04-25  1:04pm,2017-04-30 12:08pm,cats are OK - purrr
Porter Square- Updated 2 Bed + Office- Watch Virtual 3D Tour,http://boston.craigslist.org/gbs/fee/6103667314.html,ID: 2136342 Rent: $2800 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 2 Baths: 1 Pet: Cat Ok Features: Parking Included https://my.matterport.com/show/?m=FHSeKhTmtCf Great two...,$2800,2BR / 1Ba,available sep 1,42.386188,-71.116146,2017-04-25 11:04am,2017-04-30 11:06am,cats are OK - purrr
Renovated 2 BED 1.5 BATH- 5 min walk to Porter T,http://boston.craigslist.org/gbs/fee/6082003348.html,ID: 1764501 Rent: $2800 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 2 Baths: 1.5 Pet: Cat Ok Features: Parking Included Renovated 2 bed 1.5 Bath on the corner of Oxford and Beacon...,$2800,2BR / 1Ba,available sep 1,42.386188,-71.116146,2017-04-10  6:40am,2017-04-30 11:05am,cats are OK - purrr
"Stunning 2BR 4 min to Porter Sq+HWD FL+Parking+D/W+Cats ok, ava 9/1!",http://boston.craigslist.org/gbs/fee/6099418224.html,"Porter Square / Spring Hill / Avon Hill area, 2 bedroom, 1 bathroom apartment. A brief, 4-minute walk to the Porter Square [T] stop. Includes in-building laundry in addition to 1 off-street parking...",$2800,2BR / 1Ba,available sep 1,42.386188,-71.116146,2017-04-22 12:12pm,2017-04-30 12:55pm,cats are OK - purrr
Springhill Beautiful 3 Bedroom Apt W/Newly Renovated Kitchen&Bathroom,http://boston.craigslist.org/gbs/abo/6078662539.html,"Apartment Description: Available SEPTEMBER 1st. Large 3 Bedroom Apartment with one bath (Very Large Closets), High Ceilings -Beautiful New Kitchen With European Cabinets, Stainless Appliances and...",$3100,3BR / 1Ba,1200ft2,42.386333,-71.101992,2017-04-07  5:01pm,2017-04-29 12:45am,available sep 1
Spacious 2 bdrm w/ Heat/Hot Water INCLUDED & 1 Car Parking! Roof Deck!,http://boston.craigslist.org/gbs/fee/6068170525.html,This spacious 2 bedroom unit on Belmont Street in Somerville is only a 10 minute walk to Porter Sqaure/Harvard University! The rent includes FREE heat & hot water. The building is covered in Ivy...,$2350,2BR / 1Ba,available apr 13,42.386349,-71.112099,2017-03-31 12:56pm,2017-04-27  7:48am,apartment
"Spacious Renovated 2.5 Bed w/Parking,5 min to T,In-Unit Laundry,DW/D",http://boston.craigslist.org/gbs/fee/6105154386.html,"Sullivan Square area, 2.5 bedroom, 1 bathroom apartment. A pleasant, 5-minute walk to the Sullivan Square [T] stop. Features include a ceiling fan, hardwood floors, a living room and a yard. Rent...",$2100,2BR / 1Ba,available jun 1,42.386349,-71.083024,2017-04-26 10:36am,2017-04-30  7:08pm,cats are OK - purrr
"Huge, fully renovated 3-bed unit: laundry in unit & private storage!",http://boston.craigslist.org/gbs/fee/6107261012.html,"ID: 790745 Location: Walnut St., Somerville (Prospect Hill) Rent: $3200 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 3 Baths: 2 Pet: No Pet Features: Ample Closet Space, Brand New...",$3200,3BR / 2Ba,available sep 1,42.386379,-71.093528,2017-04-27  4:53pm,email to friend,apartment
2BR Belmont St Porter Sq nr  REDLINE. Heat/HW/1x Parking incl. Sep 1st,http://boston.craigslist.org/gbs/fee/6099740624.html,Please read ad carefully before replying. Please ensure you meet ALL criteria plus FEES (inclu Realtors fees) TOTAL = $6000 Sorry NO PETS AT ALL !!...,$2300,2BR / 1Ba,available sep 1,42.386428,-71.109681,2017-04-22  3:25pm,2017-05-01  7:39pm,apartment
"AVA 06/01 - 2 Bed, 1 Bath, HT/HW, Parking, 10 min to T, Laundry, DW/D",http://boston.craigslist.org/gbs/fee/6085082895.html,"â–º ID# 0428 â–º Rent:$ 2,350 / Month â–º Rental Fee: Half Fee !! â–º Available Date: June 1, 2017 â–º Utilities: Heat, Hot Water Included â–º Laundry: (In-Building: Coin)...",$2350,2BR / 1Ba,available jun 1,42.386428,-71.109681,2017-04-12  9:30am,2017-05-01  5:47pm,apartment
"New! Beautiful, Sunny 3-bed **FURNISHED** June 1, 1 Parking Incl",http://boston.craigslist.org/gbs/fee/6108607761.html,"ID: 2399425 Location: George St., SomervilleRent: $3400 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 3 Baths: 2 Pet: Cat Ok Features: Parking Included This 3-bedroom / 2-bathroom...",$3400,3BR / 2Ba,900ft2,42.386449,-71.079769,2017-04-28  3:38pm,email to friend,available sep 1
"New! Beautiful, Sunny 3-bed **FURNISHED**",http://boston.craigslist.org/gbs/abo/6086922847.html,Renovated Condo in Historic Mansard Home -- 3 BR / 2 BA unit perfect for the business or tourist traveler. -- Minutes to downtown Boston via Subway (5-min walk) or Uber (10-min). -- One off-street...,$3400,3BR / 2Ba,900ft2,42.386449,-71.079769,2017-04-13  1:52pm,2017-04-28  3:23pm,available sep 1
Gut Renovated Furnished 2.5BD/2BA with 1 Parking,http://boston.craigslist.org/gbs/fee/6104391756.html,"ID: 2404205 Location: George St., Somerville (East Somerville) Rent: $3300 / Month Broker Fee: One Month Available Date: 08/01/2017 Beds: 2.5 Baths: 2 Pet: Cat Ok Features: Parking Included Furnished ",$3300,2BR / 2Ba,available aug 1,42.386449,-71.079769,2017-04-25  6:15pm,2017-04-30  1:26pm,cats are OK - purrr
Modern 2 Bed Near Union Square - Heat and Parking Incl.,http://boston.craigslist.org/gbs/fee/6104138850.html,Modern 2 Bed Near Union Square - Heat and Parking Incl. Somerville / Prospect Hill / Union Square Available: 6/15/2017 || Fee: Full Fee || Reference: #134949 Apartment Summary Cozy 2 bedroom with...,$1900,2BR / 1Ba,available jun 15,42.386532,-71.097825,2017-04-25  3:30pm,email to friend,cats are OK - purrr
Solid 2 Bed ~ Prospect Hill / Union Sq ~~ PARKING!,http://boston.craigslist.org/gbs/fee/6094048893.html,"APARTMENT RENTAL EXPERTS, LLC Apartment Rental Experts, LLC Apartment Summary Cozy 2 bedroom with hardwood and brand new carpet. Large galley kitchen with Dishwasher. Bathroom has been upgraded....",$1900,2BR / 1Ba,available jun 15,42.386532,-71.097825,2017-04-18  6:24pm,2017-04-28  7:43pm,cats are OK - purrr
HEAT INCLUDED ** Modern K&B ** Laundry ** AC ** Parking Avail.,http://boston.craigslist.org/gbs/fee/6102878510.html,"** Availability, Fee and Monthly Rent are subject to change. Please call to verify details. Apartment Rental Experts, LLC Apartment Details Reference: #134949 Bedrooms: 2 Location:...",$1900,2BR / 1Ba,available jun 15,42.386532,-71.097825,2017-04-24  6:42pm,email to friend,cats are OK - purrr
-- Charming 1 Bed - Heat and Parking Incl -- JUNE 1st -- 5 Mins to T,http://boston.craigslist.org/gbs/fee/6104337750.html,"1 Bedroom and 1 Bath in Cambridge / Porter Square $2,000 Cambridge / Porter Square / Avon Hill Available: 6/1/2017 || Fee: Full Fee || Reference: #123613 Apartment Summary Charming 1 bedroom...",$2000,1BR / 1Ba,available jun 1,42.386558,-71.119278,2017-04-25  5:37pm,email to friend,apartment
Renovated Studio in Porter Square,http://boston.craigslist.org/gbs/nfb/6102751390.html,RCG LLC   Rent Directly From RCG and Pay No Fee! 4 Arlington St 5 271 SF Studio / 1 Bath $1800 8/1/17 To Arrange for Showings please call the RCG Office at ATTENTION: We are not able to respond to...,$1800,0BR / 1Ba,271ft2,42.386558,-71.119278,2017-04-24  5:14pm,email to friend,available aug 1
Renovated Somerville Three Bed,http://boston.craigslist.org/gbs/nfb/6102525738.html,RCG LLC   Rent Directly From RCG and Pay No Fee! 67 Avon St 1 3 Bed / 1 Bath 1236 SF $3000 9/1/17 To Arrange for Showings please call the RCG Office at ATTENTION: We are not able to respond to emails ,$3000,3BR / 1Ba,1236ft2,42.386586,-71.104723,2017-04-24  2:57pm,email to friend,available sep 1
Springhill 5 bedroom Apt. W/OPEN Floor Plan *In-Unit Wash&Dryer,http://boston.craigslist.org/gbs/abo/6079397259.html,"Apartment Description: Bike to Harvard University AVAILABLE: July 1st. OR August/September 5 Bedrooms Apartment with open floor plan -Great Location near shopping , Between Union and Porter Apartment ",$4000,5BR / 1Ba,1700ft2,42.386586,-71.104723,2017-04-08  9:36am,2017-04-29  8:17am,available sep 1
{[ {[   (    [({  (   (Spring Hill 5 Bedroom)   )  })]    )   ]} ]},http://boston.craigslist.org/gbs/fee/6104496557.html,"Spring Hill 5 Bedroom Somerville / Spring Hill / Available: 7/1/2017 || Fee: Full Fee || Reference: #172407 Apartment Summary Located in the Spring Hill area of Somerville. 5 bedroom, 2 bathroom...",$4100,5BR / 1Ba,available jul 1,42.386586,-71.104723,2017-04-25  7:36pm,2017-04-30  7:37am,apartment
Solid 3 Bed ~~ SPRING HILL ~~ Available for SEP 1!,http://boston.craigslist.org/gbs/fee/6099688550.html,"APARTMENT RENTAL EXPERTS, LLC Apartment Rental Experts, LLC Apartment Summary Newly renovated 3 bed, 1 bath apartment just a short walk to Union Square, and also walkable to Porter Square. This unit...",$3000,3BR / 1Ba,available sep 1,42.386586,-71.104723,2017-04-22  2:52pm,2017-04-28  7:41pm,cats are OK - purrr
Reno'd 3 Bed --- Spring Hill / PORTER SQ --- September 1,http://boston.craigslist.org/gbs/fee/6077166276.html,"Apartment Rental Experts 3 Bedroom and 1 Bath in Somerville / Spring Hill $3,000 Somerville / Spring Hill / Porter Square Available: 9/1/2017 || Fee: Full Fee || Reference: #145938 Apartment Details...",$3000,3BR / 1Ba,available sep 1,42.386586,-71.104723,2017-04-06  4:21pm,2017-04-30  6:06pm,cats are OK - purrr
"FEE: Somerville-Spring Hill- Walk to Davis & Union, Elevator, June 1st",http://boston.craigslist.org/bmw/fee/6092515900.html,"We have a stunning one bedroom apartment located in the Spring Hill neighborhood of Somerville. Spring hill is a great little neighborhood located within walking distance to Porter Square, Harvard...",$1895,1BR / 1Ba,available jun 1,42.386624,-71.106836,2017-04-17  6:05pm,2017-04-26 11:02am,apartment
2 BED 1.5 BATH renovated apartment just minutes walking to Porter Sq.,http://boston.craigslist.org/gbs/fee/6102238463.html,"ID: 1764501 Location: Beacon St., SomervilleRent: $2800 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 2 Baths: 1.5 Pet: Cat Ok Features: Parking Included Renovated 2 bed 1.5 Bath on...",$2800,2BR / 1Ba,available sep 1,42.386629,-71.116286,2017-04-24 12:19pm,email to friend,cats are OK - purrr
"2.5 Bd on Beacon, EIK, Porch, Stainless Steel Appliance(s), 9/1",http://boston.craigslist.org/gbs/fee/6102073540.html,"ID: 2399763 Location: Beacon St., SomervilleRent: $2800 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 2.5 Baths: 1 Features: Dishwasher, Eat-in Kitchen, Granite Counter Tops,...",$2800,2BR / 1Ba,available sep 1,42.386629,-71.116286,2017-04-24 10:50am,2017-04-26  3:25pm,apartment
Modern Porter Sq 2BR - Stainless/Granite - Parking - For 9/1!,http://boston.craigslist.org/gbs/fee/6104528554.html,"ID: 2361741 Location: Beacon St., Somerville (Spring Hill) Rent: $2800 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 2 Baths: 1 Pet: Cat Ok Features: Dishwasher, Disposal, Granite...",$2800,2BR / 1Ba,available sep 1,42.386629,-71.116286,2017-04-25  8:02pm,email to friend,cats are OK - purrr
VIRTUAL TOUR! Modern Porter Sq 2BR - Parking - For 9/1!,http://boston.craigslist.org/gbs/fee/6104094026.html,"ID: 2361741 Location: Beacon St., Somerville (Spring Hill) Rent: $2800 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 2 Baths: 1 Pet: Cat Ok Features: Dishwasher, Disposal, Granite...",$2800,2BR / 1Ba,available sep 1,42.386629,-71.116286,2017-04-25  3:03pm,2017-04-30 10:57pm,cats are OK - purrr
"PORTER SQ 2BR! For Sep. 1st, Parking Included, Cats OK",http://boston.craigslist.org/gbs/fee/6100123050.html,"ID: 2361741 Location: Beacon St., Somerville (Spring Hill) Rent: $2800 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 2 Baths: 1 Pet: Cat Ok Features: Dishwasher, Disposal, Granite...",$2800,2BR / 1Ba,available sep 1,42.386629,-71.116286,2017-04-22  8:19pm,2017-04-30 10:15pm,cats are OK - purrr
{ {      Spring Hill / Porter - Heat Included - 14 Min to T      } },http://boston.craigslist.org/gbs/fee/6102671672.html,"APARTMENT RENTAL EXPERTS, LLC Apartment Rental Experts, LLC Apartment Details Location: Somerville/Spring Hill Fee: 1/2 Fee Bedrooms: 4 Reference: #144162 Bath: 1 Kitchen: Galley. Appliances include: ",$3200,4BR / 1Ba,available apr 24,42.386714,-71.107271,2017-04-24  4:24pm,2017-04-24  4:24pm,apartment
Easr Somerville 4BR on Gilman St 2BTH Avail 9/1 po4,http://boston.craigslist.org/gbs/nfb/6080685124.html,"ID: 2065362 Location: Gilman St., Somerville (East Somerville) Rent: $4000 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 4 Baths: 2 Pet: Negotiable Mark Carey Senior Associate Point...",$4000,4BR / 2Ba,1500ft2,42.38672,-71.093413,2017-04-09  7:05am,2017-04-29  9:02am,available sep 1
"4 Bd on , 2 Bath",http://boston.craigslist.org/gbs/fee/6096056722.html,"ID: 2065362 Location: Gilman St., Somerville (East Somerville) Rent: $4000 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 4 Baths: 2 Pet: Negotiable Raymond Ng  Cell  x 117 Office...",$4000,4BR / 2Ba,1500ft2,42.38672,-71.093413,2017-04-20  6:33am,2017-05-01  6:38pm,available sep 1
"3 Bd on , 2 Bath",http://boston.craigslist.org/gbs/fee/6096058566.html,"ID: 2065354 Location: Gilman St., Somerville (East Somerville) Rent: $3100 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 3 Baths: 2 Pet: Negotiable Raymond Ng  Cell  x 117 Office...",$3100,3BR / 2Ba,1400ft2,42.38672,-71.093413,2017-04-20  6:37am,2017-05-01  6:39pm,available sep 1
"Hot New Somerville Four Bedroom Double Bath apartment, Boston",http://boston.craigslist.org/gbs/fee/6092422859.html,"ID: 2079690 Location: Gilman St., Somerville (East Somerville) Rent: $4000 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 4 Baths: 2 Pet: Negotiable Brand new renovation near Assembly ",$4000,4BR / 2Ba,1500ft2,42.38672,-71.093413,2017-04-17  5:02pm,2017-04-28  8:34pm,available sep 1
"New 4 Bed 2 Bath, Deck &#9733; Somerville / Boston - Orange Line",http://boston.craigslist.org/gbs/fee/6091230174.html,"ID: 2065362 Location: Gilman St., Somerville (East Somerville) Rent: $4000 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 4 Baths: 2 Pet: Negotiable Awesome white granite open...",$4000,4BR / 2Ba,1500ft2,42.38672,-71.093413,2017-04-16  9:08pm,2017-04-28  8:30pm,available sep 1
"Somerville Four Bedroom Double Bathroom, Deck, I-93 Boston",http://boston.craigslist.org/gbs/fee/6098665506.html,"ID: 2079690 Location: Gilman St., Somerville (East Somerville) Rent: $4000 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 4 Baths: 2 Pet: Negotiable Brand new renovation near Assembly ",$4000,4BR / 2Ba,1500ft2,42.38672,-71.093413,2017-04-21  8:09pm,2017-04-28  8:29pm,available sep 1
GREAT 4 BED 2 BATH AVAIL SEPT 1ST NEAR UNION SQ,http://boston.craigslist.org/gbs/fee/6090985741.html,"ID: 2079690 Location: Gilman St., Somerville (East Somerville) Rent: $4000 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 4 Baths: 2 Pet: Negotiable Belinda McMillian    Kenmore...",$4000,4BR / 2Ba,1500ft2,42.38672,-71.093413,2017-04-16  4:48pm,2017-04-28  7:39pm,available sep 1
SPACIOUS 4 BED 2 BATH AVAIL SEPT 1ST NEAR SULLIVAN STATION,http://boston.craigslist.org/gbs/fee/6091067137.html,"ID: 2065362 Location: Gilman St., Somerville (East Somerville) Rent: $4000 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 4 Baths: 2 Pet: Negotiable Belinda McMillian    Kenmore...",$4000,4BR / 2Ba,1500ft2,42.38672,-71.093413,2017-04-16  6:13pm,2017-04-28  7:39pm,available sep 1
NEW 4 BEDROOM 2 BATH &#9733; Somerville / Boston - Orange Line,http://boston.craigslist.org/gbs/fee/6110198547.html,"ID: 2065362 Location: Gilman St., Somerville (East Somerville) Rent: $4000 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 4 Baths: 2 Pet: Negotiable Awesome white granite open...",$4000,4BR / 2Ba,1500ft2,42.38672,-71.093413,2017-04-29  5:35pm,email to friend,available sep 1
"Complete Reno, 2 baths, yard, laundry, deck, Sept 1st, Suffolk/Emerson",http://boston.craigslist.org/gbs/fee/6087537936.html,"ID: 2065362 Location: Gilman St., Somerville (East Somerville) Rent: $4000 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 4 Baths: 2 Pet: Negotiable Renovated.4 bedroom, 2 full bath...",$4000,4BR / 2Ba,1500ft2,42.38672,-71.093413,2017-04-13  9:49pm,2017-05-01 12:18pm,available sep 1
4 Bed 2 Bath - Brand New &#9733; Somerville / Boston,http://boston.craigslist.org/gbs/fee/6097859430.html,"ID: 2065362 Location: Gilman St., Somerville (East Somerville) Rent: $4000 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 4 Baths: 2 Pet: Negotiable Awesome white granite open...",$4000,4BR / 2Ba,1500ft2,42.38672,-71.093413,2017-04-21 11:35am,2017-04-30 10:08am,available sep 1
Renovated 4 Bed 2 Bath...W/D in Unit! East Somerville.. Pet Friendly,http://boston.craigslist.org/gbs/fee/6107150303.html,"ID: 2065362 Location: Gilman St., Somerville (East Somerville) Rent: $4000 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 4 Baths: 2 Pet: Negotiable Renovated.4 bedroom, 2 full bath...",$4000,4BR / 2Ba,1500ft2,42.38672,-71.093413,2017-04-27  3:40pm,email to friend,available sep 1
East SOMERVILLE RENOVATED 4/2 GRANITE/SS/WOOD AVAIL 9/1,http://boston.craigslist.org/gbs/fee/6090528220.html,"ID: 2065362 Location: Gilman St., Somerville (East Somerville) Rent: $4000 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 4 Baths: 2 Pet: Negotiable Dave Alce Boston Brokerage Group ...",$4000,4BR / 2Ba,1500ft2,42.38672,-71.093413,2017-04-16  9:30am,2017-05-01  3:35pm,available sep 1
Easr Somerville 4BR on Gilman St 2BTH Avail 9/1 po3,http://boston.craigslist.org/gbs/nfb/6061919617.html,"ID: 2065362 Location: Gilman St., Somerville (East Somerville) Rent: $4000 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 4 Baths: 2 Pet: Negotiable Mark Carey Senior Associate Point...",$4000,4BR / 2Ba,1500ft2,42.38672,-71.093413,2017-03-27  7:10am,2017-04-24 12:40pm,available sep 1
"June or July 1st, in Somerville",http://boston.craigslist.org/gbs/abo/6102046491.html,"Huge and recently renovated entire 4 bed/2 bath apartment available starting June 1st or July 1st, 2017 until July 31st, 2018. You would be signing a new lease directly with the landlord, so it will...",$4500,4BR / 2Ba,available jun 1,42.386761,-71.109352,2017-04-24 10:34am,2017-04-25 10:40am,cats are OK - purrr
"Sun-filled, Recently Renovated Apartment with shared yard, parking",http://boston.craigslist.org/gbs/abo/6097264170.html,"Sunny, recently renovated 4 bedroom apartment in up-and-coming Winter Hill location for rent by owner. Separate entrance leads up to 2 levels of living. 2nd floor has 2 bedrooms + bathroom + large,...",$3400,4BR / 2Ba,1200ft2,42.386809,-71.091411,2017-04-20  9:37pm,2017-04-26  3:55am,available may 1
2 bed in Somerville with living and dining rooms. Eat in kitchen. T,http://boston.craigslist.org/gbs/nfb/6101289789.html,"ID: 2404231 Location: Everett St., Somerville Rent: $2000 / Month Broker Fee: Half Month Available Date: 06/01/2017 Beds: 2 Baths: 1 Pet: No Pet Features: Hardwood Floors, Near Park, Porch, Yard 2...",$2000,2BR / 1Ba,available jun 1,42.386825,-71.088688,2017-04-23  6:13pm,2017-04-29 10:00am,apartment
"AVA 07/01, 1 Bed, ALL UTIL Incl, Laundry, HWD FL",http://boston.craigslist.org/gbs/fee/6082311901.html,"Union Square area, 1 bedroom, 1 bathroom apartment. Price includes cooking gas, electricity, heat, hot water and municipal water. Has in-unit laundry. Features of note include a ceiling fan, hardwood ",$1775,1BR / 1Ba,available jul 1,42.386825,-71.091328,2017-04-10 11:19am,2017-05-01  3:35pm,apartment
~~~Awesome Spring Hill 1BR w/ Heat & HW INCL!! 1st Month Free!,http://boston.craigslist.org/gbs/nfb/6103743995.html,"ID: 2357328 Location: Highland Ave., Somerville (Winter Hill) Rent: $2500 / Month Broker Fee: One Month Available Date: NOW Beds: 1 Baths: 1 Pet: Cat Ok Rent Includes: Heat, Hot Water Features:...",$2500,1BR / 1Ba,710ft2,42.386836,-71.098724,2017-04-25 11:47am,email to friend,available apr 25
&#10048;Prospect Hill 2 bedroom 1 bathroom home! |Modern Fixtures| Avail NOW!,http://boston.craigslist.org/gbs/nfb/6091956501.html,"ID: 2324251 Location: Highland Ave., Somerville (Prospect Hill) Rent: $2500 / Month Broker Fee: No Fee Available Date: NOW Beds: 2 Baths: 1 Rent Includes: Heat, Hot Water Magnificent two bedrooms one ",$2500,2BR / 1Ba,750ft2,42.386836,-71.098724,2017-04-17 12:34pm,2017-04-28  8:06pm,available apr 17
&#9819; 2 Bed-1 bath | Prospect Hill | Recent renovation. High-end fixtures!,http://boston.craigslist.org/gbs/nfb/6091953476.html,"ID: 2324251 Location: Highland Ave., Somerville (Prospect Hill) Rent: $2500 / Month Broker Fee: No Fee Available Date: NOW Beds: 2 Baths: 1 Rent Includes: Heat, Hot Water Magnificent two bedrooms one ",$2500,2BR / 1Ba,750ft2,42.386836,-71.098724,2017-04-17 12:32pm,2017-04-29 12:55pm,available apr 17
No fee and first month free.,http://boston.craigslist.org/gbs/nfb/6103089184.html,"ID: 2404200 Location: Highland Ave., Somerville (Winter Hill) Rent: $2500 / Month Broker Fee: No Fee Available Date: NOW Beds: 1 Baths: 1 Pet: Cat Ok Features: Dishwasher, Disposal, Hardwood Floors,...",$2500,1BR / 1Ba,710ft2,42.386836,-71.098724,2017-04-24  9:34pm,email to friend,available apr 24
"&#9819; 2 Bed-1 bath, NO FEE | Prospect Hill | Recent renovation. High end",http://boston.craigslist.org/gbs/nfb/6091946773.html,"ID: 2324251 Location: Highland Ave., Somerville (Prospect Hill) Rent: $2500 / Month Broker Fee: No Fee Available Date: NOW Beds: 2 Baths: 1 Rent Includes: Heat, Hot Water Magnificent two bedrooms one ",$2500,2BR / 1Ba,750ft2,42.386836,-71.098724,2017-04-17 12:29pm,2017-04-30 12:48pm,available apr 17
&#10048; Somerville 2 bedroom 1 bathroom home! |Modern Fixtures| Avail NOW!,http://boston.craigslist.org/gbs/nfb/6091963502.html,"ID: 2324251 Location: Highland Ave., Somerville (Prospect Hill) Rent: $2500 / Month Broker Fee: No Fee Available Date: NOW Beds: 2 Baths: 1 Rent Includes: Heat, Hot Water Magnificent two bedrooms one ",$2500,2BR / 1Ba,750ft2,42.386836,-71.098724,2017-04-17 12:38pm,2017-04-28  8:10pm,available apr 17
"BEAUTIFUL 1 bed, 1 bath. Completely renovated. Free 1st month",http://boston.craigslist.org/gbs/fee/6102691760.html,"ID: 2363152 Location: Highland Ave., SomervilleRent: $2500 / Month Broker Fee: One Month Available Date: NOW Beds: 1 Baths: 1 Rent Includes: Heat, Hot Water Features: Cat, Dishwasher, Hardwood Floor, ",$2500,1BR / 1Ba,available apr 24,42.386836,-71.098724,2017-04-24  4:37pm,2017-04-27 10:37am,apartment
DEAL! Massive 4bd/2bth - DW - Parking X4! - 8min to Sullivan Sq T!,http://boston.craigslist.org/gbs/fee/6105711212.html,Apartment Rental Experts Available: 5/1/2017 || Fee: Full Fee || Reference: #172419 Features 6 minute walk to the T. Apartment Summary Ultra Charming Sullivan Square 4bd. Spacious layout over top two ,$3000,4BR / 2Ba,available may 1,42.386894,-71.081337,2017-04-26  3:55pm,email to friend,apartment
